,origin_city,origin_state,origin_lat,origin_lon,destination_city,destination_state,destination_lat,destination_lon,distance_mile,filter
2435,Madison,Wisconsin,43.0748,-89.3838,Oklahoma City,Oklahoma,35.473,-97.5171,681.5034379130352,0
1798,Oklahoma City,Oklahoma,35.473,-97.5171,Madison,Wisconsin,43.0748,-89.3838,681.5034379130352,1
1070,Lansing,Michigan,42.7338,-84.5554,Boston,Massachusetts,42.3603,-71.0583,687.0051799343872,0
1021,Boston,Massachusetts,42.3603,-71.0583,Lansing,Michigan,42.7338,-84.5554,687.0051799343872,1
685,Indianapolis,Indiana,39.7683,-86.1584,Oklahoma City,Oklahoma,35.473,-97.5171,688.3415742649084,0
1763,Oklahoma City,Oklahoma,35.473,-97.5171,Indianapolis,Indiana,39.7683,-86.1584,688.3415742649084,1
1176,Jackson,Mississippi,32.299,-90.1848,Lincoln,Nebraska,40.8,-96.6678,688.5489307398557,0
1323,Lincoln,Nebraska,40.8,-96.6678,Jackson,Mississippi,32.299,-90.1848,688.5489307398557,1
806,Frankfort,Kentucky,38.2009,-84.8733,Hartford,Connecticut,41.7646,-72.6909,689.8072302258246,0
316,Hartford,Connecticut,41.7646,-72.6909,Frankfort,Kentucky,38.2009,-84.8733,689.8072302258246,1
2100,Austin,Texas,30.2711,-97.7437,Montgomery,Alabama,32.367,-86.3006,690.6250563674162,0
42,Montgomery,Alabama,32.367,-86.3006,Austin,Texas,30.2711,-97.7437,690.6250563674162,1
1205,Jefferson City,Missouri,38.5774,-92.1724,Denver,Colorado,39.7392,-104.9849,690.7242635832653,0
274,Denver,Colorado,39.7392,-104.9849,Jefferson City,Missouri,38.5774,-92.1724,690.7242635832653,1
1053,Lansing,Michigan,42.7338,-84.5554,Little Rock,Arkansas,34.7465,-92.2896,691.1318828289013,0
171,Little Rock,Arkansas,34.7465,-92.2896,Lansing,Michigan,42.7338,-84.5554,691.1318828289013,1
1141,St. Paul,Minnesota,44.9504,-93.1015,Nashville,Tennessee,36.1622,-86.7744,691.7921046988839,0
2072,Nashville,Tennessee,36.1622,-86.7744,St. Paul,Minnesota,44.9504,-93.1015,691.7921046988839,1
1693,Bismarck,North Dakota,46.8083,-100.7837,Salt Lake City,Utah,40.766999999999996,-111.8904,692.7575454188235,0
2183,Salt Lake City,Utah,40.766999999999996,-111.8904,Bismarck,North Dakota,46.8083,-100.7837,692.7575454188235,1
1249,Jefferson City,Missouri,38.5774,-92.1724,Cheyenne,Wyoming,41.14,-104.82,693.2841309213677,0
2474,Cheyenne,Wyoming,41.14,-104.82,Jefferson City,Missouri,38.5774,-92.1724,693.2841309213677,1
1459,Trenton,New Jersey,40.2171,-74.7429,Atlanta,Georgia,33.7491,-84.3902,694.6041530269782,0
479,Atlanta,Georgia,33.7491,-84.3902,Trenton,New Jersey,40.2171,-74.7429,694.6041530269782,1
1772,Oklahoma City,Oklahoma,35.473,-97.5171,St. Paul,Minnesota,44.9504,-93.1015,694.9674328659839,0
1135,St. Paul,Minnesota,44.9504,-93.1015,Oklahoma City,Oklahoma,35.473,-97.5171,694.9674328659839,1
1239,Jefferson City,Missouri,38.5774,-92.1724,Columbia,South Carolina,34.0007,-81.0343,695.7830297754945,0
1974,Columbia,South Carolina,34.0007,-81.0343,Jefferson City,Missouri,38.5774,-92.1724,695.7830297754945,1
2196,Salt Lake City,Utah,40.766999999999996,-111.8904,Olympia,Washington,47.0451,-122.895,697.8420075059383,0
2343,Olympia,Washington,47.0451,-122.895,Salt Lake City,Utah,40.766999999999996,-111.8904,697.8420075059383,1
498,Atlanta,Georgia,33.7491,-84.3902,Madison,Wisconsin,43.0748,-89.3838,698.633496773799,0
2409,Madison,Wisconsin,43.0748,-89.3838,Atlanta,Georgia,33.7491,-84.3902,698.633496773799,1
750,Topeka,Kansas,39.049,-95.6776,Montgomery,Alabama,32.367,-86.3006,699.4369842352921,0
15,Montgomery,Alabama,32.367,-86.3006,Topeka,Kansas,39.049,-95.6776,699.4369842352921,1
1956,Columbia,South Carolina,34.0007,-81.0343,Hartford,Connecticut,41.7646,-72.6909,702.8928635882453,0
339,Hartford,Connecticut,41.7646,-72.6909,Columbia,South Carolina,34.0007,-81.0343,702.8928635882453,1
1182,Jackson,Mississippi,32.299,-90.1848,Raleigh,North Carolina,35.7804,-78.6391,703.1076039604186,0
1623,Raleigh,North Carolina,35.7804,-78.6391,Jackson,Mississippi,32.299,-90.1848,703.1076039604186,1
863,Baton Rouge,Louisiana,30.445999999999998,-91.1874,Indianapolis,Indiana,39.7683,-86.1584,703.9380472975739,0
667,Indianapolis,Indiana,39.7683,-86.1584,Baton Rouge,Louisiana,30.445999999999998,-91.1874,703.9380472975739,1
619,Springfield,Illinios,39.7997,-89.6475,Annapolis,Maryland,38.9786,-76.4928,704.3171553212844,0
962,Annapolis,Maryland,38.9786,-76.4928,Springfield,Illinios,39.7997,-89.6475,704.3171553212844,1
1105,St. Paul,Minnesota,44.9504,-93.1015,Denver,Colorado,39.7392,-104.9849,704.7953148202082,0
272,Denver,Colorado,39.7392,-104.9849,St. Paul,Minnesota,44.9504,-93.1015,704.7953148202082,1
1103,St. Paul,Minnesota,44.9504,-93.1015,Little Rock,Arkansas,34.7465,-92.2896,706.5463590961936,0
172,Little Rock,Arkansas,34.7465,-92.2896,St. Paul,Minnesota,44.9504,-93.1015,706.5463590961936,1
1491,Trenton,New Jersey,40.2171,-74.7429,Nashville,Tennessee,36.1622,-86.7744,710.3488611707627,0
2079,Nashville,Tennessee,36.1622,-86.7744,Trenton,New Jersey,40.2171,-74.7429,710.3488611707627,1
412,Tallahassee,Florida,30.4381,-84.2809,Springfield,Illinios,39.7997,-89.6475,714.2538426599842,0
608,Springfield,Illinios,39.7997,-89.6475,Tallahassee,Florida,30.4381,-84.2809,714.2538426599842,1
950,Annapolis,Maryland,38.9786,-76.4928,Montgomery,Alabama,32.367,-86.3006,714.8023852835806,0
19,Montgomery,Alabama,32.367,-86.3006,Annapolis,Maryland,38.9786,-76.4928,714.8023852835806,1
1589,Albany,New York,42.6512,-73.755,Columbia,South Carolina,34.0007,-81.0343,715.7545668532005,0
1981,Columbia,South Carolina,34.0007,-81.0343,Albany,New York,42.6512,-73.755,715.7545668532005,1
1233,Jefferson City,Missouri,38.5774,-92.1724,Bismarck,North Dakota,46.8083,-100.7837,716.6925909913981,0
1674,Bismarck,North Dakota,46.8083,-100.7837,Jefferson City,Missouri,38.5774,-92.1724,716.6925909913981,1
313,Hartford,Connecticut,41.7646,-72.6909,Indianapolis,Indiana,39.7683,-86.1584,717.5525092816865,0
656,Indianapolis,Indiana,39.7683,-86.1584,Hartford,Connecticut,41.7646,-72.6909,717.5525092816865,1
1208,Jefferson City,Missouri,38.5774,-92.1724,Tallahassee,Florida,30.4381,-84.2809,719.4050234766308,0
424,Tallahassee,Florida,30.4381,-84.2809,Jefferson City,Missouri,38.5774,-92.1724,719.4050234766308,1
1726,Columbus,Ohio,39.9623,-83.0007,Lincoln,Nebraska,40.8,-96.6678,721.141036789895,0
1334,Lincoln,Nebraska,40.8,-96.6678,Columbus,Ohio,39.9623,-83.0007,721.141036789895,1
21,Montgomery,Alabama,32.367,-86.3006,Lansing,Michigan,42.7338,-84.5554,722.8066815557662,0
1050,Lansing,Michigan,42.7338,-84.5554,Montgomery,Alabama,32.367,-86.3006,722.8066815557662,1
835,Frankfort,Kentucky,38.2009,-84.8733,Oklahoma City,Oklahoma,35.473,-97.5171,723.7036910836952,0
1766,Oklahoma City,Oklahoma,35.473,-97.5171,Frankfort,Kentucky,38.2009,-84.8733,723.7036910836952,1
759,Topeka,Kansas,39.049,-95.6776,Atlanta,Georgia,33.7491,-84.3902,726.1414484896837,0
465,Atlanta,Georgia,33.7491,-84.3902,Topeka,Kansas,39.049,-95.6776,726.1414484896837,1
998,Annapolis,Maryland,38.9786,-76.4928,Madison,Wisconsin,43.0748,-89.3838,728.3381178830986,0
2419,Madison,Wisconsin,43.0748,-89.3838,Annapolis,Maryland,38.9786,-76.4928,728.3381178830986,1
1342,Lincoln,Nebraska,40.8,-96.6678,Austin,Texas,30.2711,-97.7437,730.1984829332473,0
2126,Austin,Texas,30.2711,-97.7437,Lincoln,Nebraska,40.8,-96.6678,730.1984829332473,1
1254,Helena,Montana,46.5927,-112.0361,Sacramento,California,38.5816,-121.4944,732.5546616556953,0
225,Sacramento,California,38.5816,-121.4944,Helena,Montana,46.5927,-112.0361,732.5546616556953,1
2298,Richmond,Virginia,37.5385,-77.4343,Madison,Wisconsin,43.0748,-89.3838,735.8713298086949,0
2445,Madison,Wisconsin,43.0748,-89.3838,Richmond,Virginia,37.5385,-77.4343,735.8713298086949,1
111,Phoenix,Arizona,33.4486,-112.0773,Boise,Idaho,43.6166,-116.2008,737.0125305335893,0
552,Boise,Idaho,43.6166,-116.2008,Phoenix,Arizona,33.4486,-112.0773,737.0125305335893,1
419,Tallahassee,Florida,30.4381,-84.2809,Annapolis,Maryland,38.9786,-76.4928,737.0511315136441,0
958,Annapolis,Maryland,38.9786,-76.4928,Tallahassee,Florida,30.4381,-84.2809,737.0511315136441,1
2368,Charleston,West Virginia,38.3506,-81.6333,Augusta,Maine,44.3106,-69.7797,739.2030544583902,0
947,Augusta,Maine,44.3106,-69.7797,Charleston,West Virginia,38.3506,-81.6333,739.2030544583902,1
1662,Bismarck,North Dakota,46.8083,-100.7837,Springfield,Illinios,39.7997,-89.6475,739.2364230716558,0
633,Springfield,Illinios,39.7997,-89.6475,Bismarck,North Dakota,46.8083,-100.7837,739.2364230716558,1
709,Des Monies,Iowa,41.5872,-93.6219,Atlanta,Georgia,33.7491,-84.3902,739.7543418241364,0
464,Atlanta,Georgia,33.7491,-84.3902,Des Monies,Iowa,41.5872,-93.6219,739.7543418241364,1
1718,Columbus,Ohio,39.9623,-83.0007,Augusta,Maine,44.3106,-69.7797,740.1267753215797,0
934,Augusta,Maine,44.3106,-69.7797,Columbus,Ohio,39.9623,-83.0007,740.1267753215797,1
2423,Madison,Wisconsin,43.0748,-89.3838,Jackson,Mississippi,32.299,-90.1848,746.0461899030694,0
1198,Jackson,Mississippi,32.299,-90.1848,Madison,Wisconsin,43.0748,-89.3838,746.0461899030694,1
2372,Charleston,West Virginia,38.3506,-81.6333,St. Paul,Minnesota,44.9504,-93.1015,746.3322295455666,0
1147,St. Paul,Minnesota,44.9504,-93.1015,Charleston,West Virginia,38.3506,-81.6333,746.3322295455666,1
921,Augusta,Maine,44.3106,-69.7797,Lansing,Michigan,42.7338,-84.5554,747.4211876070889,0
1068,Lansing,Michigan,42.7338,-84.5554,Augusta,Maine,44.3106,-69.7797,747.4211876070889,1
932,Augusta,Maine,44.3106,-69.7797,Raleigh,North Carolina,35.7804,-78.6391,752.2390754272917,0
1618,Raleigh,North Carolina,35.7804,-78.6391,Augusta,Maine,44.3106,-69.7797,752.2390754272917,1
1988,Columbia,South Carolina,34.0007,-81.0343,Providence,Rhoda Island,41.8249,-71.4136,752.4512386556137,0
1939,Providence,Rhoda Island,41.8249,-71.4136,Columbia,South Carolina,34.0007,-81.0343,752.4512386556137,1
2092,Nashville,Tennessee,36.1622,-86.7744,Austin,Texas,30.2711,-97.7437,752.9244178158002,0
2141,Austin,Texas,30.2711,-97.7437,Nashville,Tennessee,36.1622,-86.7744,752.9244178158002,1
607,Springfield,Illinios,39.7997,-89.6475,Dover,Delaware,39.1582,-75.5244,753.9439089963441,0
362,Dover,Delaware,39.1582,-75.5244,Springfield,Illinios,39.7997,-89.6475,753.9439089963441,1
14,Montgomery,Alabama,32.367,-86.3006,Des Monies,Iowa,41.5872,-93.6219,753.9686124368502,0
700,Des Monies,Iowa,41.5872,-93.6219,Montgomery,Alabama,32.367,-86.3006,753.9686124368502,1
838,Frankfort,Kentucky,38.2009,-84.8733,Providence,Rhoda Island,41.8249,-71.4136,754.2451014642504,0
1916,Providence,Rhoda Island,41.8249,-71.4136,Frankfort,Kentucky,38.2009,-84.8733,754.2451014642504,1
485,Atlanta,Georgia,33.7491,-84.3902,Oklahoma City,Oklahoma,35.473,-97.5171,755.5603320807813,0
1759,Oklahoma City,Oklahoma,35.473,-97.5171,Atlanta,Georgia,33.7491,-84.3902,755.5603320807813,1
1850,Harrisburg,Pennsylvania,40.2663,-76.8861,Montgomery,Alabama,32.367,-86.3006,756.038741051706,0
37,Montgomery,Alabama,32.367,-86.3006,Harrisburg,Pennsylvania,40.2663,-76.8861,756.038741051706,1
2365,Charleston,West Virginia,38.3506,-81.6333,Topeka,Kansas,39.049,-95.6776,758.3240284746275,0
797,Topeka,Kansas,39.049,-95.6776,Charleston,West Virginia,38.3506,-81.6333,758.3240284746275,1
48,Montgomery,Alabama,32.367,-86.3006,Madison,Wisconsin,43.0748,-89.3838,758.8680378730239,0
2400,Madison,Wisconsin,43.0748,-89.3838,Montgomery,Alabama,32.367,-86.3006,758.8680378730239,1
694,Indianapolis,Indiana,39.7683,-86.1584,Montpelier,Vermont,44.2604,-72.5757,762.231278572308,0
2213,Montpelier,Vermont,44.2604,-72.5757,Indianapolis,Indiana,39.7683,-86.1584,762.231278572308,1
2432,Madison,Wisconsin,43.0748,-89.3838,Raleigh,North Carolina,35.7804,-78.6391,762.5437082123079,0
1648,Raleigh,North Carolina,35.7804,-78.6391,Madison,Wisconsin,43.0748,-89.3838,762.5437082123079,1
844,Frankfort,Kentucky,38.2009,-84.8733,Montpelier,Vermont,44.2604,-72.5757,762.9210118510149,0
2216,Montpelier,Vermont,44.2604,-72.5757,Frankfort,Kentucky,38.2009,-84.8733,762.9210118510149,1
7,Montgomery,Alabama,32.367,-86.3006,Dover,Delaware,39.1582,-75.5244,764.2660013841651,0
350,Dover,Delaware,39.1582,-75.5244,Montgomery,Alabama,32.367,-86.3006,764.2660013841651,1
1232,Jefferson City,Missouri,38.5774,-92.1724,Raleigh,North Carolina,35.7804,-78.6391,769.1001797745865,0
1624,Raleigh,North Carolina,35.7804,-78.6391,Jefferson City,Missouri,38.5774,-92.1724,769.1001797745865,1
2407,Madison,Wisconsin,43.0748,-89.3838,Dover,Delaware,39.1582,-75.5244,769.6034174605427,0
398,Dover,Delaware,39.1582,-75.5244,Madison,Wisconsin,43.0748,-89.3838,769.6034174605427,1
897,Baton Rouge,Louisiana,30.445999999999998,-91.1874,Charleston,West Virginia,38.3506,-81.6333,770.7074066124868,0
2367,Charleston,West Virginia,38.3506,-81.6333,Baton Rouge,Louisiana,30.445999999999998,-91.1874,770.7074066124868,1
292,Denver,Colorado,39.7392,-104.9849,Austin,Texas,30.2711,-97.7437,771.5266491760408,0
2105,Austin,Texas,30.2711,-97.7437,Denver,Colorado,39.7392,-104.9849,771.5266491760408,1
2439,Madison,Wisconsin,43.0748,-89.3838,Columbia,South Carolina,34.0007,-81.0343,771.8141401693532,0
1998,Columbia,South Carolina,34.0007,-81.0343,Madison,Wisconsin,43.0748,-89.3838,771.8141401693532,1
580,Boise,Idaho,43.6166,-116.2008,Santa Fe,New Mexico,35.687,-105.9378,772.5573608562427,0
1511,Santa Fe,New Mexico,35.687,-105.9378,Boise,Idaho,43.6166,-116.2008,772.5573608562427,1
1503,Santa Fe,New Mexico,35.687,-105.9378,Little Rock,Arkansas,34.7465,-92.2896,772.7590085700697,0
180,Little Rock,Arkansas,34.7465,-92.2896,Santa Fe,New Mexico,35.687,-105.9378,772.7590085700697,1
1603,Raleigh,North Carolina,35.7804,-78.6391,Little Rock,Arkansas,34.7465,-92.2896,773.010393887435,0
182,Little Rock,Arkansas,34.7465,-92.2896,Raleigh,North Carolina,35.7804,-78.6391,773.010393887435,1
155,Little Rock,Arkansas,34.7465,-92.2896,Denver,Colorado,39.7392,-104.9849,778.079445178058,0
253,Denver,Colorado,39.7392,-104.9849,Little Rock,Arkansas,34.7465,-92.2896,778.079445178058,1
828,Frankfort,Kentucky,38.2009,-84.8733,Concord,New Hampshire,43.2072,-71.5375,778.4666293447193,0
1416,Concord,New Hampshire,43.2072,-71.5375,Frankfort,Kentucky,38.2009,-84.8733,778.4666293447193,1
876,Baton Rouge,Louisiana,30.445999999999998,-91.1874,Lincoln,Nebraska,40.8,-96.6678,778.6051202636535,0
1317,Lincoln,Nebraska,40.8,-96.6678,Baton Rouge,Louisiana,30.445999999999998,-91.1874,778.6051202636535,1
730,Des Monies,Iowa,41.5872,-93.6219,Santa Fe,New Mexico,35.687,-105.9378,778.8302050573325,0
1514,Santa Fe,New Mexico,35.687,-105.9378,Des Monies,Iowa,41.5872,-93.6219,778.8302050573325,1
407,Tallahassee,Florida,30.4381,-84.2809,Dover,Delaware,39.1582,-75.5244,780.3159425496988,0
358,Dover,Delaware,39.1582,-75.5244,Tallahassee,Florida,30.4381,-84.2809,780.3159425496988,1
1498,Trenton,New Jersey,40.2171,-74.7429,Madison,Wisconsin,43.0748,-89.3838,780.3934393167617,0
2429,Madison,Wisconsin,43.0748,-89.3838,Trenton,New Jersey,40.2171,-74.7429,780.3934393167617,1
1661,Bismarck,North Dakota,46.8083,-100.7837,Boise,Idaho,43.6166,-116.2008,780.9273028505728,0
583,Boise,Idaho,43.6166,-116.2008,Bismarck,North Dakota,46.8083,-100.7837,780.9273028505728,1
864,Baton Rouge,Louisiana,30.445999999999998,-91.1874,Des Monies,Iowa,41.5872,-93.6219,781.8612843641617,0
717,Des Monies,Iowa,41.5872,-93.6219,Baton Rouge,Louisiana,30.445999999999998,-91.1874,781.8612843641617,1
820,Frankfort,Kentucky,38.2009,-84.8733,Boston,Massachusetts,42.3603,-71.0583,781.9399165370139,0
1016,Boston,Massachusetts,42.3603,-71.0583,Frankfort,Kentucky,38.2009,-84.8733,781.9399165370139,1
688,Indianapolis,Indiana,39.7683,-86.1584,Providence,Rhoda Island,41.8249,-71.4136,783.4395669143718,0
1913,Providence,Rhoda Island,41.8249,-71.4136,Indianapolis,Indiana,39.7683,-86.1584,783.4395669143718,1
1524,Santa Fe,New Mexico,35.687,-105.9378,Jefferson City,Missouri,38.5774,-92.1724,783.5046023128842,0
1230,Jefferson City,Missouri,38.5774,-92.1724,Santa Fe,New Mexico,35.687,-105.9378,783.5046023128842,1
1073,Lansing,Michigan,42.7338,-84.5554,Jackson,Mississippi,32.299,-90.1848,783.9710419530077,0
1171,Jackson,Mississippi,32.299,-90.1848,Lansing,Michigan,42.7338,-84.5554,783.9710419530077,1
590,Boise,Idaho,43.6166,-116.2008,Pierre,South Dakoda,44.3684,-100.354,788.434302496286,0
2011,Pierre,South Dakoda,44.3684,-100.354,Boise,Idaho,43.6166,-116.2008,788.434302496286,1
629,Springfield,Illinios,39.7997,-89.6475,Trenton,New Jersey,40.2171,-74.7429,788.6288131044175,0
1462,Trenton,New Jersey,40.2171,-74.7429,Springfield,Illinios,39.7997,-89.6475,788.6288131044175,1
277,Denver,Colorado,39.7392,-104.9849,Carson City,Neveda,39.1695,-119.766,788.8926385537721,0
1355,Carson City,Neveda,39.1695,-119.766,Denver,Colorado,39.7392,-104.9849,788.8926385537721,1
2003,Pierre,South Dakoda,44.3684,-100.354,Little Rock,Arkansas,34.7465,-92.2896,790.8627094969416,0
190,Little Rock,Arkansas,34.7465,-92.2896,Pierre,South Dakoda,44.3684,-100.354,790.8627094969416,1
1039,Boston,Massachusetts,42.3603,-71.0583,Columbia,South Carolina,34.0007,-81.0343,791.0738600430371,0
1970,Columbia,South Carolina,34.0007,-81.0343,Boston,Massachusetts,42.3603,-71.0583,791.0738600430371,1
2431,Madison,Wisconsin,43.0748,-89.3838,Albany,New York,42.6512,-73.755,791.1516010702046,0
1598,Albany,New York,42.6512,-73.755,Madison,Wisconsin,43.0748,-89.3838,791.1516010702046,1
678,Indianapolis,Indiana,39.7683,-86.1584,Concord,New Hampshire,43.2072,-71.5375,792.1912132387844,0
1413,Concord,New Hampshire,43.2072,-71.5375,Indianapolis,Indiana,39.7683,-86.1584,792.1912132387844,1
690,Indianapolis,Indiana,39.7683,-86.1584,Pierre,South Dakoda,44.3684,-100.354,793.3191972202995,0
2013,Pierre,South Dakoda,44.3684,-100.354,Indianapolis,Indiana,39.7683,-86.1584,793.3191972202995,1
1380,Carson City,Neveda,39.1695,-119.766,Santa Fe,New Mexico,35.687,-105.9378,795.2576869236541,0
1527,Santa Fe,New Mexico,35.687,-105.9378,Carson City,Neveda,39.1695,-119.766,795.2576869236541,1
2176,Salt Lake City,Utah,40.766999999999996,-111.8904,Lincoln,Nebraska,40.8,-96.6678,795.639761191403,0
1343,Lincoln,Nebraska,40.8,-96.6678,Salt Lake City,Utah,40.766999999999996,-111.8904,795.639761191403,1
1858,Harrisburg,Pennsylvania,40.2663,-76.8861,Tallahassee,Florida,30.4381,-84.2809,796.2594493482233,0
437,Tallahassee,Florida,30.4381,-84.2809,Harrisburg,Pennsylvania,40.2663,-76.8861,796.2594493482233,1
2021,Pierre,South Dakoda,44.3684,-100.354,Lansing,Michigan,42.7338,-84.5554,798.122469395699,0
1090,Lansing,Michigan,42.7338,-84.5554,Pierre,South Dakoda,44.3684,-100.354,798.122469395699,1
1399,Carson City,Neveda,39.1695,-119.766,Cheyenne,Wyoming,41.14,-104.82,800.1412736224216,0
2477,Cheyenne,Wyoming,41.14,-104.82,Carson City,Neveda,39.1695,-119.766,800.1412736224216,1
2112,Austin,Texas,30.2711,-97.7437,Springfield,Illinios,39.7997,-89.6475,801.4496632831508,0
642,Springfield,Illinios,39.7997,-89.6475,Austin,Texas,30.2711,-97.7437,801.4496632831508,1
1783,Oklahoma City,Oklahoma,35.473,-97.5171,Bismarck,North Dakota,46.8083,-100.7837,801.4810897151588,0
1685,Bismarck,North Dakota,46.8083,-100.7837,Oklahoma City,Oklahoma,35.473,-97.5171,801.4810897151588,1
2449,Madison,Wisconsin,43.0748,-89.3838,Cheyenne,Wyoming,41.14,-104.82,801.5251829996454,0
2498,Cheyenne,Wyoming,41.14,-104.82,Madison,Wisconsin,43.0748,-89.3838,801.5251829996454,1
2462,Cheyenne,Wyoming,41.14,-104.82,Springfield,Illinios,39.7997,-89.6475,802.0796301640744,0
649,Springfield,Illinios,39.7997,-89.6475,Cheyenne,Wyoming,41.14,-104.82,802.0796301640744,1
2108,Austin,Texas,30.2711,-97.7437,Tallahassee,Florida,30.4381,-84.2809,802.5345606306963,0
442,Tallahassee,Florida,30.4381,-84.2809,Austin,Texas,30.2711,-97.7437,802.5345606306963,1
884,Baton Rouge,Louisiana,30.445999999999998,-91.1874,Columbus,Ohio,39.9623,-83.0007,803.1194283094308,0
1717,Columbus,Ohio,39.9623,-83.0007,Baton Rouge,Louisiana,30.445999999999998,-91.1874,803.1194283094308,1
2274,Richmond,Virginia,37.5385,-77.4343,Jefferson City,Missouri,38.5774,-92.1724,804.388154622172,0
1245,Jefferson City,Missouri,38.5774,-92.1724,Richmond,Virginia,37.5385,-77.4343,804.388154622172,1
670,Indianapolis,Indiana,39.7683,-86.1584,Boston,Massachusetts,42.3603,-71.0583,805.8375872100465,0
1013,Boston,Massachusetts,42.3603,-71.0583,Indianapolis,Indiana,39.7683,-86.1584,805.8375872100465,1
2273,Richmond,Virginia,37.5385,-77.4343,Jackson,Mississippi,32.299,-90.1848,807.2636396793255,0
1195,Jackson,Mississippi,32.299,-90.1848,Richmond,Virginia,37.5385,-77.4343,807.2636396793255,1
199,Little Rock,Arkansas,34.7465,-92.2896,Cheyenne,Wyoming,41.14,-104.82,812.1863080772131,0
2453,Cheyenne,Wyoming,41.14,-104.82,Little Rock,Arkansas,34.7465,-92.2896,812.1863080772131,1
1680,Bismarck,North Dakota,46.8083,-100.7837,Santa Fe,New Mexico,35.687,-105.9378,813.5036463533287,0
1533,Santa Fe,New Mexico,35.687,-105.9378,Bismarck,North Dakota,46.8083,-100.7837,813.5036463533287,1
882,Baton Rouge,Louisiana,30.445999999999998,-91.1874,Raleigh,North Carolina,35.7804,-78.6391,813.7087725889894,0
1617,Raleigh,North Carolina,35.7804,-78.6391,Baton Rouge,Louisiana,30.445999999999998,-91.1874,813.7087725889894,1
605,Springfield,Illinios,39.7997,-89.6475,Denver,Colorado,39.7392,-104.9849,813.7875186981805,0
262,Denver,Colorado,39.7392,-104.9849,Springfield,Illinios,39.7997,-89.6475,813.7875186981805,1
