origin_city,origin_state,origin_lat,origin_lon,destination_city,destination_state,destination_lat,destination_lon,distance_mile
Indianapolis,Indiana,39.7683331,-86.1583502,Bismarck,North Dakota,46.808327,-100.783739,879.9246473
Columbia,South Carolina,34.0007493,-81.0343313,Topeka,Kansas,39.049011,-95.677556,883.6144054
St. Paul,Minnesota,44.9504037,-93.1015026,Harrisburg,Pennsylvania,40.2663107,-76.8861122,884.17296
Sacramento,California,38.5815719,-121.4943996,Denver,Colorado,39.7392364,-104.9848623,887.0981014
Jackson,Mississippi,32.2990384,-90.1847691,St. Paul,Minnesota,44.9504037,-93.1015026,888.3021831
Frankfort,Kentucky,38.2009055,-84.8732836,Augusta,Maine,44.310583,-69.779663,888.749126
Augusta,Maine,44.310583,-69.779663,Indianapolis,Indiana,39.7683331,-86.1583502,895.5115624
Annapolis,Maryland,38.9786401,-76.492786,Jackson,Mississippi,32.2990384,-90.1847691,895.517859
Jefferson City,Missouri,38.577359,-92.1724265,Dover,Delaware,39.158168,-75.5243682,895.5185964
Hartford,Connecticut,41.764582,-72.6908547,Springfield,Illinios,39.799749,-89.647463,896.2224933
Madison,Wisconsin,43.074761,-89.3837613,Concord,New Hampshire,43.207178,-71.537476,898.3496933
Oklahoma City,Oklahoma,35.4729886,-97.5170536,Charleston,West Virginia,38.3505995,-81.6332812,898.7776003
Atlanta,Georgia,33.7490987,-84.3901849,Providence,Rhoda Island,41.824877,-71.413618,900.4371687
Cheyenne,Wyoming,41.14,-104.82,Sacramento,California,38.5815719,-121.4943996,900.639117
Raleigh,North Carolina,35.7803977,-78.6390989,Des Monies,Iowa,41.587186,-93.621949,900.7796881
St. Paul,Minnesota,44.9504037,-93.1015026,Atlanta,Georgia,33.7490987,-84.3901849,902.1444723
Des Monies,Iowa,41.587186,-93.621949,Richmond,Virginia,37.5385087,-77.43428,905.1434857
Frankfort,Kentucky,38.2009055,-84.8732836,Pierre,South Dakoda,44.368431,-100.354013,907.9324671
Helena,Montana,46.592712,-112.036109,Phoenix,Arizona,33.4485866,-112.0773456,908.4587171
Providence,Rhoda Island,41.824877,-71.413618,Nashville,Tennessee,36.1622296,-86.7743531,911.4604904
Pierre,South Dakoda,44.368431,-100.354013,Nashville,Tennessee,36.1622296,-86.7743531,911.4922358
Juneau,Alaska,58.3019496,-134.419734,Olympia,Washington,47.0451022,-122.8950075,912.9370013
Frankfort,Kentucky,38.2009055,-84.8732836,Austin,Texas,30.2711286,-97.7436995,915.647594
Madison,Wisconsin,43.074761,-89.3837613,Tallahassee,Florida,30.4380832,-84.2809332,917.4721511
Helena,Montana,46.592712,-112.036109,St. Paul,Minnesota,44.9504037,-93.1015026,917.5959201
Madison,Wisconsin,43.074761,-89.3837613,Providence,Rhoda Island,41.824877,-71.413618,918.7247487
Annapolis,Maryland,38.9786401,-76.492786,Des Monies,Iowa,41.587186,-93.621949,919.3299489
Little Rock,Arkansas,34.7464809,-92.2895948,Annapolis,Maryland,38.9786401,-76.492786,919.7386351
Harrisburg,Pennsylvania,40.2663107,-76.8861122,Jackson,Mississippi,32.2990384,-90.1847691,921.4156
Lansing,Michigan,42.7337712,-84.5553805,Baton Rouge,Louisiana,30.4459596,-91.18738,924.8126573
Little Rock,Arkansas,34.7464809,-92.2895948,Harrisburg,Pennsylvania,40.2663107,-76.8861122,925.0228904
Indianapolis,Indiana,39.7683331,-86.1583502,Austin,Texas,30.2711286,-97.7436995,926.2561183
Baton Rouge,Louisiana,30.4459596,-91.18738,Richmond,Virginia,37.5385087,-77.43428,926.6075038
Baton Rouge,Louisiana,30.4459596,-91.18738,Santa Fe,New Mexico,35.6869996,-105.9377997,926.7040572
Springfield,Illinios,39.799749,-89.647463,Montpelier,Vermont,44.260445,-72.575684,926.9815743
Santa Fe,New Mexico,35.6869996,-105.9377997,St. Paul,Minnesota,44.9504037,-93.1015026,929.2557552
Des Monies,Iowa,41.587186,-93.621949,Tallahassee,Florida,30.4380832,-84.2809332,929.5451891
Madison,Wisconsin,43.074761,-89.3837613,Boston,Massachusetts,42.3602534,-71.0582912,930.0105783
Jackson,Mississippi,32.2990384,-90.1847691,Santa Fe,New Mexico,35.6869996,-105.9377997,931.415446
Columbia,South Carolina,34.0007493,-81.0343313,Augusta,Maine,44.310583,-69.779663,931.7563497
Santa Fe,New Mexico,35.6869996,-105.9377997,Springfield,Illinios,39.799749,-89.647463,933.0119861
Montpelier,Vermont,44.260445,-72.575684,Nashville,Tennessee,36.1622296,-86.7743531,933.1436442
Jefferson City,Missouri,38.577359,-92.1724265,Trenton,New Jersey,40.2170575,-74.7429463,936.2365386
Atlanta,Georgia,33.7490987,-84.3901849,Boston,Massachusetts,42.3602534,-71.0582912,936.4440884
Columbus,Ohio,39.9622601,-83.0007065,Pierre,South Dakoda,44.368431,-100.354013,937.5289666
Oklahoma City,Oklahoma,35.4729886,-97.5170536,Columbia,South Carolina,34.0007493,-81.0343313,940.5751399
Boston,Massachusetts,42.3602534,-71.0582912,Nashville,Tennessee,36.1622296,-86.7743531,941.7900427
St. Paul,Minnesota,44.9504037,-93.1015026,Montgomery,Alabama,32.3669656,-86.3006485,943.1122146
Concord,New Hampshire,43.207178,-71.537476,Nashville,Tennessee,36.1622296,-86.7743531,943.2705905
Bismarck,North Dakota,46.808327,-100.783739,Little Rock,Arkansas,34.7464809,-92.2895948,943.4486964
St. Paul,Minnesota,44.9504037,-93.1015026,Annapolis,Maryland,38.9786401,-76.492786,945.6922081
Jackson,Mississippi,32.2990384,-90.1847691,Dover,Delaware,39.158168,-75.5243682,947.6302208
Salt Lake City,Utah,40.7670126,-111.8904308,Des Monies,Iowa,41.587186,-93.621949,950.2623112
Atlanta,Georgia,33.7490987,-84.3901849,Concord,New Hampshire,43.207178,-71.537476,952.3364608
Salem,Oregon,44.9391565,-123.033121,Cheyenne,Wyoming,41.14,-104.82,954.4406959
Richmond,Virginia,37.5385087,-77.43428,St. Paul,Minnesota,44.9504037,-93.1015026,959.4115547
Topeka,Kansas,39.049011,-95.677556,Raleigh,North Carolina,35.7803977,-78.6390989,960.6410826
Springfield,Illinios,39.799749,-89.647463,Providence,Rhoda Island,41.824877,-71.413618,962.1580171
Montpelier,Vermont,44.260445,-72.575684,Atlanta,Georgia,33.7490987,-84.3901849,962.5535516
Concord,New Hampshire,43.207178,-71.537476,Springfield,Illinios,39.799749,-89.647463,964.4072252
Dover,Delaware,39.158168,-75.5243682,Des Monies,Iowa,41.587186,-93.621949,965.7358911
Denver,Colorado,39.7392364,-104.9848623,Jackson,Mississippi,32.2990384,-90.1847691,972.1762344
Little Rock,Arkansas,34.7464809,-92.2895948,Dover,Delaware,39.158168,-75.5243682,973.1648497
Helena,Montana,46.592712,-112.036109,Des Monies,Iowa,41.587186,-93.621949,974.5576587
St. Paul,Minnesota,44.9504037,-93.1015026,Albany,New York,42.6511674,-73.754968,975.6552507
Lincoln,Nebraska,40.8,-96.667821,Columbia,South Carolina,34.0007493,-81.0343313,976.4999813
Topeka,Kansas,39.049011,-95.677556,Helena,Montana,46.592712,-112.036109,976.6486155
Madison,Wisconsin,43.074761,-89.3837613,Augusta,Maine,44.310583,-69.779663,981.0560412
Phoenix,Arizona,33.4485866,-112.0773456,Pierre,South Dakoda,44.368431,-100.354013,981.3414619
Springfield,Illinios,39.799749,-89.647463,Boston,Massachusetts,42.3602534,-71.0582912,982.4274402
Cheyenne,Wyoming,41.14,-104.82,Olympia,Washington,47.0451022,-122.8950075,982.6692529
Indianapolis,Indiana,39.7683331,-86.1583502,Cheyenne,Wyoming,41.14,-104.82,984.1069268
St. Paul,Minnesota,44.9504037,-93.1015026,Dover,Delaware,39.158168,-75.5243682,984.2103379
Pierre,South Dakoda,44.368431,-100.354013,Austin,Texas,30.2711286,-97.7436995,984.696119
Salem,Oregon,44.9391565,-123.033121,Phoenix,Arizona,33.4485866,-112.0773456,985.4996305
Denver,Colorado,39.7392364,-104.9848623,Salem,Oregon,44.9391565,-123.033121,986.9606466
Montgomery,Alabama,32.3669656,-86.3006485,Albany,New York,42.6511674,-73.754968,986.9695902
Trenton,New Jersey,40.2170575,-74.7429463,St. Paul,Minnesota,44.9504037,-93.1015026,987.2408062
Phoenix,Arizona,33.4485866,-112.0773456,Lincoln,Nebraska,40.8,-96.667821,987.4098358
Raleigh,North Carolina,35.7803977,-78.6390989,St. Paul,Minnesota,44.9504037,-93.1015026,988.1779325
Des Monies,Iowa,41.587186,-93.621949,Trenton,New Jersey,40.2170575,-74.7429463,988.7677143
Hartford,Connecticut,41.764582,-72.6908547,Montgomery,Alabama,32.3669656,-86.3006485,990.3752228
Topeka,Kansas,39.049011,-95.677556,Phoenix,Arizona,33.4485866,-112.0773456,990.7842589
St. Paul,Minnesota,44.9504037,-93.1015026,Columbia,South Carolina,34.0007493,-81.0343313,991.3206361
Salt Lake City,Utah,40.7670126,-111.8904308,St. Paul,Minnesota,44.9504037,-93.1015026,992.2326803
Topeka,Kansas,39.049011,-95.677556,Richmond,Virginia,37.5385087,-77.43428,993.4008862
Lincoln,Nebraska,40.8,-96.667821,Tallahassee,Florida,30.4380832,-84.2809332,996.6088671
Austin,Texas,30.2711286,-97.7436995,Madison,Wisconsin,43.074761,-89.3837613,997.6617997
Pierre,South Dakoda,44.368431,-100.354013,Jackson,Mississippi,32.2990384,-90.1847691,998.1262657
Denver,Colorado,39.7392364,-104.9848623,Indianapolis,Indiana,39.7683331,-86.1583502,998.5084538
Harrisburg,Pennsylvania,40.2663107,-76.8861122,Topeka,Kansas,39.049011,-95.677556,1001.532652
Frankfort,Kentucky,38.2009055,-84.8732836,Bismarck,North Dakota,46.808327,-100.783739,1002.413899
Jefferson City,Missouri,38.577359,-92.1724265,Albany,New York,42.6511674,-73.754968,1004.143426
Columbus,Ohio,39.9622601,-83.0007065,Bismarck,North Dakota,46.808327,-100.783739,1007.581122
St. Paul,Minnesota,44.9504037,-93.1015026,Baton Rouge,Louisiana,30.4459596,-91.18738,1007.843315
Montpelier,Vermont,44.260445,-72.575684,St. Paul,Minnesota,44.9504037,-93.1015026,1008.441208
Denver,Colorado,39.7392364,-104.9848623,Baton Rouge,Louisiana,30.4459596,-91.18738,1008.50437
Austin,Texas,30.2711286,-97.7436995,Columbia,South Carolina,34.0007493,-81.0343313,1010.012297
Jackson,Mississippi,32.2990384,-90.1847691,Cheyenne,Wyoming,41.14,-104.82,1012.917516
Tallahassee,Florida,30.4380832,-84.2809332,Hartford,Connecticut,41.764582,-72.6908547,1013.746114
Boise,Idaho,43.61656,-116.200835,Lincoln,Nebraska,40.8,-96.667821,1016.24375
Trenton,New Jersey,40.2170575,-74.7429463,Jackson,Mississippi,32.2990384,-90.1847691,1017.573745
Madison,Wisconsin,43.074761,-89.3837613,Santa Fe,New Mexico,35.6869996,-105.9377997,1018.488571
Des Monies,Iowa,41.587186,-93.621949,Albany,New York,42.6511674,-73.754968,1018.801546
Annapolis,Maryland,38.9786401,-76.492786,Baton Rouge,Louisiana,30.4459596,-91.18738,1019.993186
Nashville,Tennessee,36.1622296,-86.7743531,Denver,Colorado,39.7392364,-104.9848623,1020.815064
Albany,New York,42.6511674,-73.754968,Tallahassee,Florida,30.4380832,-84.2809332,1024.864003
Denver,Colorado,39.7392364,-104.9848623,Olympia,Washington,47.0451022,-122.8950075,1028.073582
Topeka,Kansas,39.049011,-95.677556,Annapolis,Maryland,38.9786401,-76.492786,1028.351541
Bismarck,North Dakota,46.808327,-100.783739,Nashville,Tennessee,36.1622296,-86.7743531,1030.198886
Cheyenne,Wyoming,41.14,-104.82,Nashville,Tennessee,36.1622296,-86.7743531,1030.676226
Little Rock,Arkansas,34.7464809,-92.2895948,Trenton,New Jersey,40.2170575,-74.7429463,1031.727736
Lincoln,Nebraska,40.8,-96.667821,Raleigh,North Carolina,35.7803977,-78.6390989,1035.400873
Lincoln,Nebraska,40.8,-96.667821,Harrisburg,Pennsylvania,40.2663107,-76.8861122,1037.573019
Olympia,Washington,47.0451022,-122.8950075,Bismarck,North Dakota,46.808327,-100.783739,1040.321346
Salem,Oregon,44.9391565,-123.033121,Juneau,Alaska,58.3019496,-134.419734,1041.615846
Lansing,Michigan,42.7337712,-84.5553805,Cheyenne,Wyoming,41.14,-104.82,1045.137516
St. Paul,Minnesota,44.9504037,-93.1015026,Austin,Texas,30.2711286,-97.7436995,1045.432221
St. Paul,Minnesota,44.9504037,-93.1015026,Hartford,Connecticut,41.764582,-72.6908547,1046.062666
Montgomery,Alabama,32.3669656,-86.3006485,Providence,Rhoda Island,41.824877,-71.413618,1046.562138
Jefferson City,Missouri,38.577359,-92.1724265,Hartford,Connecticut,41.764582,-72.6908547,1049.748293
Baton Rouge,Louisiana,30.4459596,-91.18738,Harrisburg,Pennsylvania,40.2663107,-76.8861122,1051.379576
Lincoln,Nebraska,40.8,-96.667821,Richmond,Virginia,37.5385087,-77.43428,1052.663585
Charleston,West Virginia,38.3505995,-81.6332812,Pierre,South Dakoda,44.368431,-100.354013,1053.365759
Augusta,Maine,44.310583,-69.779663,Nashville,Tennessee,36.1622296,-86.7743531,1055.665315
Jefferson City,Missouri,38.577359,-92.1724265,Salt Lake City,Utah,40.7670126,-111.8904308,1057.532968
Oklahoma City,Oklahoma,35.4729886,-97.5170536,Raleigh,North Carolina,35.7803977,-78.6390989,1059.110221
Carson City,Neveda,39.169461,-119.766035,Pierre,South Dakoda,44.368431,-100.354013,1060.111569
Cheyenne,Wyoming,41.14,-104.82,Baton Rouge,Louisiana,30.4459596,-91.18738,1060.708783
Tallahassee,Florida,30.4380832,-84.2809332,Providence,Rhoda Island,41.824877,-71.413618,1063.064913
Springfield,Illinios,39.799749,-89.647463,Augusta,Maine,44.310583,-69.779663,1063.101289
Columbus,Ohio,39.9622601,-83.0007065,Austin,Texas,30.2711286,-97.7436995,1066.747026
Atlanta,Georgia,33.7490987,-84.3901849,Augusta,Maine,44.310583,-69.779663,1068.485308
Baton Rouge,Louisiana,30.4459596,-91.18738,Dover,Delaware,39.158168,-75.5243682,1071.165491
Santa Fe,New Mexico,35.6869996,-105.9377997,Nashville,Tennessee,36.1622296,-86.7743531,1071.314265
Austin,Texas,30.2711286,-97.7436995,Charleston,West Virginia,38.3505995,-81.6332812,1073.573452
St. Paul,Minnesota,44.9504037,-93.1015026,Concord,New Hampshire,43.207178,-71.537476,1074.219912
Austin,Texas,30.2711286,-97.7436995,Salt Lake City,Utah,40.7670126,-111.8904308,1074.233924
Bismarck,North Dakota,46.808327,-100.783739,Salem,Oregon,44.9391565,-123.033121,1074.762046
Lincoln,Nebraska,40.8,-96.667821,Annapolis,Maryland,38.9786401,-76.492786,1074.868394
Helena,Montana,46.592712,-112.036109,Oklahoma City,Oklahoma,35.4729886,-97.5170536,1075.369777
Frankfort,Kentucky,38.2009055,-84.8732836,Cheyenne,Wyoming,41.14,-104.82,1077.919456
Des Monies,Iowa,41.587186,-93.621949,Hartford,Connecticut,41.764582,-72.6908547,1077.924854
Montpelier,Vermont,44.260445,-72.575684,Des Monies,Iowa,41.587186,-93.621949,1077.962977
Dover,Delaware,39.158168,-75.5243682,Topeka,Kansas,39.049011,-95.677556,1078.684296
Lansing,Michigan,42.7337712,-84.5553805,Denver,Colorado,39.7392364,-104.9848623,1078.980284
Boston,Massachusetts,42.3602534,-71.0582912,Montgomery,Alabama,32.3669656,-86.3006485,1082.449801
Frankfort,Kentucky,38.2009055,-84.8732836,Denver,Colorado,39.7392364,-104.9848623,1083.621363
Pierre,South Dakoda,44.368431,-100.354013,Baton Rouge,Louisiana,30.4459596,-91.18738,1084.226974
Jefferson City,Missouri,38.577359,-92.1724265,Montpelier,Vermont,44.260445,-72.575684,1085.649588
Bismarck,North Dakota,46.808327,-100.783739,Carson City,Neveda,39.169461,-119.766035,1091.271366
Phoenix,Arizona,33.4485866,-112.0773456,Bismarck,North Dakota,46.808327,-100.783739,1096.917625
Olympia,Washington,47.0451022,-122.8950075,Phoenix,Arizona,33.4485866,-112.0773456,1097.043966
Montgomery,Alabama,32.3669656,-86.3006485,Concord,New Hampshire,43.207178,-71.537476,1097.622984
Olympia,Washington,47.0451022,-122.8950075,Pierre,South Dakoda,44.368431,-100.354013,1099.58814
Santa Fe,New Mexico,35.6869996,-105.9377997,Salem,Oregon,44.9391565,-123.033121,1101.141308
Tallahassee,Florida,30.4380832,-84.2809332,Boston,Massachusetts,42.3602534,-71.0582912,1101.846518
Montgomery,Alabama,32.3669656,-86.3006485,Montpelier,Vermont,44.260445,-72.575684,1105.866864
Providence,Rhoda Island,41.824877,-71.413618,St. Paul,Minnesota,44.9504037,-93.1015026,1107.02062
Topeka,Kansas,39.049011,-95.677556,Boise,Idaho,43.61656,-116.200835,1107.608153
Tallahassee,Florida,30.4380832,-84.2809332,St. Paul,Minnesota,44.9504037,-93.1015026,1111.347095
Salem,Oregon,44.9391565,-123.033121,Pierre,South Dakoda,44.368431,-100.354013,1112.103941
St. Paul,Minnesota,44.9504037,-93.1015026,Boston,Massachusetts,42.3602534,-71.0582912,1113.149008
Topeka,Kansas,39.049011,-95.677556,Trenton,New Jersey,40.2170575,-74.7429463,1114.647922
Indianapolis,Indiana,39.7683331,-86.1583502,Santa Fe,New Mexico,35.6869996,-105.9377997,1114.854523
Jefferson City,Missouri,38.577359,-92.1724265,Providence,Rhoda Island,41.824877,-71.413618,1115.66846
Concord,New Hampshire,43.207178,-71.537476,Jefferson City,Missouri,38.577359,-92.1724265,1121.271493
Oklahoma City,Oklahoma,35.4729886,-97.5170536,Richmond,Virginia,37.5385087,-77.43428,1122.60477
Dover,Delaware,39.158168,-75.5243682,Lincoln,Nebraska,40.8,-96.667821,1122.773651
Pierre,South Dakoda,44.368431,-100.354013,Montgomery,Alabama,32.3669656,-86.3006485,1122.823927
Pierre,South Dakoda,44.368431,-100.354013,Atlanta,Georgia,33.7490987,-84.3901849,1124.517821
Concord,New Hampshire,43.207178,-71.537476,Tallahassee,Florida,30.4380832,-84.2809332,1126.803962
Austin,Texas,30.2711286,-97.7436995,Lansing,Michigan,42.7337712,-84.5553805,1127.976411
Concord,New Hampshire,43.207178,-71.537476,Des Monies,Iowa,41.587186,-93.621949,1129.441591
Bismarck,North Dakota,46.808327,-100.783739,Charleston,West Virginia,38.3505995,-81.6332812,1131.988869
Helena,Montana,46.592712,-112.036109,Madison,Wisconsin,43.074761,-89.3837613,1132.365525
Little Rock,Arkansas,34.7464809,-92.2895948,Phoenix,Arizona,33.4485866,-112.0773456,1134.225943
Little Rock,Arkansas,34.7464809,-92.2895948,Albany,New York,42.6511674,-73.754968,1135.754039
Jefferson City,Missouri,38.577359,-92.1724265,Boston,Massachusetts,42.3602534,-71.0582912,1137.3298
Oklahoma City,Oklahoma,35.4729886,-97.5170536,Boise,Idaho,43.61656,-116.200835,1140.043235
St. Paul,Minnesota,44.9504037,-93.1015026,Boise,Idaho,43.61656,-116.200835,1142.755864
Des Monies,Iowa,41.587186,-93.621949,Providence,Rhoda Island,41.824877,-71.413618,1142.844801
Baton Rouge,Louisiana,30.4459596,-91.18738,Trenton,New Jersey,40.2170575,-74.7429463,1143.939029
St. Paul,Minnesota,44.9504037,-93.1015026,Augusta,Maine,44.310583,-69.779663,1143.998494
Columbus,Ohio,39.9622601,-83.0007065,Cheyenne,Wyoming,41.14,-104.82,1145.730086
Little Rock,Arkansas,34.7464809,-92.2895948,Salt Lake City,Utah,40.7670126,-111.8904308,1145.921204
Santa Fe,New Mexico,35.6869996,-105.9377997,Montgomery,Alabama,32.3669656,-86.3006485,1145.928527
Jackson,Mississippi,32.2990384,-90.1847691,Albany,New York,42.6511674,-73.754968,1147.116227
Jefferson City,Missouri,38.577359,-92.1724265,Helena,Montana,46.592712,-112.036109,1148.05877
Bismarck,North Dakota,46.808327,-100.783739,Jackson,Mississippi,32.2990384,-90.1847691,1148.502774
Montpelier,Vermont,44.260445,-72.575684,Tallahassee,Florida,30.4380832,-84.2809332,1149.001777
Lincoln,Nebraska,40.8,-96.667821,Trenton,New Jersey,40.2170575,-74.7429463,1149.826582
Boise,Idaho,43.61656,-116.200835,Des Monies,Iowa,41.587186,-93.621949,1153.588391
Phoenix,Arizona,33.4485866,-112.0773456,Des Monies,Iowa,41.587186,-93.621949,1154.079542
Bismarck,North Dakota,46.808327,-100.783739,Austin,Texas,30.2711286,-97.7436995,1154.485264
Boston,Massachusetts,42.3602534,-71.0582912,Des Monies,Iowa,41.587186,-93.621949,1157.230192
Montgomery,Alabama,32.3669656,-86.3006485,Denver,Colorado,39.7392364,-104.9848623,1158.599319
Sacramento,California,38.5815719,-121.4943996,Pierre,South Dakoda,44.368431,-100.354013,1161.466829
Hartford,Connecticut,41.764582,-72.6908547,Jackson,Mississippi,32.2990384,-90.1847691,1162.434048
Columbus,Ohio,39.9622601,-83.0007065,Denver,Colorado,39.7392364,-104.9848623,1163.633026
Madison,Wisconsin,43.074761,-89.3837613,Salt Lake City,Utah,40.7670126,-111.8904308,1164.790514
Phoenix,Arizona,33.4485866,-112.0773456,Jefferson City,Missouri,38.577359,-92.1724265,1165.123102
Hartford,Connecticut,41.764582,-72.6908547,Little Rock,Arkansas,34.7464809,-92.2895948,1165.49936
Austin,Texas,30.2711286,-97.7436995,Raleigh,North Carolina,35.7803977,-78.6390989,1168.353092
Topeka,Kansas,39.049011,-95.677556,Albany,New York,42.6511674,-73.754968,1169.301006
Harrisburg,Pennsylvania,40.2663107,-76.8861122,Oklahoma City,Oklahoma,35.4729886,-97.5170536,1170.260668
Salt Lake City,Utah,40.7670126,-111.8904308,Springfield,Illinios,39.799749,-89.647463,1171.517149
Santa Fe,New Mexico,35.6869996,-105.9377997,Frankfort,Kentucky,38.2009055,-84.8732836,1173.860172
Olympia,Washington,47.0451022,-122.8950075,Santa Fe,New Mexico,35.6869996,-105.9377997,1174.308136
Oklahoma City,Oklahoma,35.4729886,-97.5170536,Annapolis,Maryland,38.9786401,-76.492786,1179.304551
Albany,New York,42.6511674,-73.754968,Lincoln,Nebraska,40.8,-96.667821,1185.156764
Montgomery,Alabama,32.3669656,-86.3006485,Cheyenne,Wyoming,41.14,-104.82,1187.673803
Sacramento,California,38.5815719,-121.4943996,Bismarck,North Dakota,46.808327,-100.783739,1190.707418
Denver,Colorado,39.7392364,-104.9848623,Atlanta,Georgia,33.7490987,-84.3901849,1210.014406
Augusta,Maine,44.310583,-69.779663,Montgomery,Alabama,32.3669656,-86.3006485,1213.681756
Des Monies,Iowa,41.587186,-93.621949,Augusta,Maine,44.310583,-69.779663,1216.339016
Helena,Montana,46.592712,-112.036109,Springfield,Illinios,39.799749,-89.647463,1216.512389
Hartford,Connecticut,41.764582,-72.6908547,Topeka,Kansas,39.049011,-95.677556,1220.472438
Augusta,Maine,44.310583,-69.779663,Jefferson City,Missouri,38.577359,-92.1724265,1221.328028
Jackson,Mississippi,32.2990384,-90.1847691,Providence,Rhoda Island,41.824877,-71.413618,1222.724086
Lincoln,Nebraska,40.8,-96.667821,Carson City,Neveda,39.169461,-119.766035,1224.828442
Harrisburg,Pennsylvania,40.2663107,-76.8861122,Pierre,South Dakoda,44.368431,-100.354013,1227.794059
Atlanta,Georgia,33.7490987,-84.3901849,Cheyenne,Wyoming,41.14,-104.82,1227.975765
Atlanta,Georgia,33.7490987,-84.3901849,Santa Fe,New Mexico,35.6869996,-105.9377997,1228.938254
Little Rock,Arkansas,34.7464809,-92.2895948,Providence,Rhoda Island,41.824877,-71.413618,1229.552359
Helena,Montana,46.592712,-112.036109,Juneau,Alaska,58.3019496,-134.419734,1232.116322
Dover,Delaware,39.158168,-75.5243682,Oklahoma City,Oklahoma,35.4729886,-97.5170536,1232.175679
Montpelier,Vermont,44.260445,-72.575684,Little Rock,Arkansas,34.7464809,-92.2895948,1235.094451
Santa Fe,New Mexico,35.6869996,-105.9377997,Lansing,Michigan,42.7337712,-84.5553805,1239.891196
Baton Rouge,Louisiana,30.4459596,-91.18738,Phoenix,Arizona,33.4485866,-112.0773456,1240.385156
Topeka,Kansas,39.049011,-95.677556,Montpelier,Vermont,44.260445,-72.575684,1241.395963
Baton Rouge,Louisiana,30.4459596,-91.18738,Bismarck,North Dakota,46.808327,-100.783739,1241.687376
Augusta,Maine,44.310583,-69.779663,Tallahassee,Florida,30.4380832,-84.2809332,1242.522818
Hartford,Connecticut,41.764582,-72.6908547,Lincoln,Nebraska,40.8,-96.667821,1243.057941
Charleston,West Virginia,38.3505995,-81.6332812,Cheyenne,Wyoming,41.14,-104.82,1243.385321
Atlanta,Georgia,33.7490987,-84.3901849,Bismarck,North Dakota,46.808327,-100.783739,1244.78439
Lincoln,Nebraska,40.8,-96.667821,Montpelier,Vermont,44.260445,-72.575684,1245.422107
Oklahoma City,Oklahoma,35.4729886,-97.5170536,Carson City,Neveda,39.169461,-119.766035,1245.926211
Denver,Colorado,39.7392364,-104.9848623,Charleston,West Virginia,38.3505995,-81.6332812,1253.587171
Pierre,South Dakoda,44.368431,-100.354013,Columbia,South Carolina,34.0007493,-81.0343313,1253.727316
Little Rock,Arkansas,34.7464809,-92.2895948,Concord,New Hampshire,43.207178,-71.537476,1254.224066
Boston,Massachusetts,42.3602534,-71.0582912,Jackson,Mississippi,32.2990384,-90.1847691,1255.726251
Montgomery,Alabama,32.3669656,-86.3006485,Bismarck,North Dakota,46.808327,-100.783739,1257.131378
Little Rock,Arkansas,34.7464809,-92.2895948,Boston,Massachusetts,42.3602534,-71.0582912,1257.875503
Jackson,Mississippi,32.2990384,-90.1847691,Montpelier,Vermont,44.260445,-72.575684,1258.529563
Jackson,Mississippi,32.2990384,-90.1847691,Concord,New Hampshire,43.207178,-71.537476,1262.735694
Austin,Texas,30.2711286,-97.7436995,Richmond,Virginia,37.5385087,-77.43428,1265.222832
Jackson,Mississippi,32.2990384,-90.1847691,Phoenix,Arizona,33.4485866,-112.0773456,1270.946314
Bismarck,North Dakota,46.808327,-100.783739,Harrisburg,Pennsylvania,40.2663107,-76.8861122,1273.728614
Baton Rouge,Louisiana,30.4459596,-91.18738,Albany,New York,42.6511674,-73.754968,1279.242807
Boise,Idaho,43.61656,-116.200835,Juneau,Alaska,58.3019496,-134.419734,1279.393067
Pierre,South Dakoda,44.368431,-100.354013,Richmond,Virginia,37.5385087,-77.43428,1280.766868
Trenton,New Jersey,40.2170575,-74.7429463,Oklahoma City,Oklahoma,35.4729886,-97.5170536,1281.516581
Annapolis,Maryland,38.9786401,-76.492786,Pierre,South Dakoda,44.368431,-100.354013,1281.659161
Santa Fe,New Mexico,35.6869996,-105.9377997,Columbus,Ohio,39.9622601,-83.0007065,1282.717133
Concord,New Hampshire,43.207178,-71.537476,Topeka,Kansas,39.049011,-95.677556,1284.337238
St. Paul,Minnesota,44.9504037,-93.1015026,Phoenix,Arizona,33.4485866,-112.0773456,1284.802089
Providence,Rhoda Island,41.824877,-71.413618,Topeka,Kansas,39.049011,-95.677556,1286.338886
Raleigh,North Carolina,35.7803977,-78.6390989,Pierre,South Dakoda,44.368431,-100.354013,1287.218933
Carson City,Neveda,39.169461,-119.766035,Topeka,Kansas,39.049011,-95.677556,1288.054192
Hartford,Connecticut,41.764582,-72.6908547,Baton Rouge,Louisiana,30.4459596,-91.18738,1290.926706
Jefferson City,Missouri,38.577359,-92.1724265,Boise,Idaho,43.61656,-116.200835,1293.944007
Lincoln,Nebraska,40.8,-96.667821,Concord,New Hampshire,43.207178,-71.537476,1296.398957
Pierre,South Dakoda,44.368431,-100.354013,Tallahassee,Florida,30.4380832,-84.2809332,1301.241449
Tallahassee,Florida,30.4380832,-84.2809332,Santa Fe,New Mexico,35.6869996,-105.9377997,1302.730454
Boston,Massachusetts,42.3602534,-71.0582912,Topeka,Kansas,39.049011,-95.677556,1305.2991
