origin_city,origin_state,origin_lat,origin_lon,destination_city,destination_state,destination_lat,destination_lon,distance_mile
Oklahoma City,Oklahoma,35.4729886,-97.5170536,Springfield,Illinios,39.799749,-89.647463,524.016616
Nashville,Tennessee,36.1622296,-86.7743531,Richmond,Virginia,37.5385087,-77.43428,525.0127707
Nashville,Tennessee,36.1622296,-86.7743531,Des Monies,Iowa,41.587186,-93.621949,525.335924
Topeka,Kansas,39.049011,-95.677556,Nashville,Tennessee,36.1622296,-86.7743531,526.4418024
Charleston,West Virginia,38.3505995,-81.6332812,Hartford,Connecticut,41.764582,-72.6908547,528.2663031
Richmond,Virginia,37.5385087,-77.43428,Montpelier,Vermont,44.260445,-72.575684,529.1576091
Dover,Delaware,39.158168,-75.5243682,Lansing,Michigan,42.7337712,-84.5553805,531.8957473
Denver,Colorado,39.7392364,-104.9848623,Bismarck,North Dakota,46.808327,-100.783739,532.1528728
Salt Lake City,Utah,40.7670126,-111.8904308,Sacramento,California,38.5815719,-121.4943996,532.4363003
Helena,Montana,46.592712,-112.036109,Bismarck,North Dakota,46.808327,-100.783739,533.1131657
Lansing,Michigan,42.7337712,-84.5553805,Trenton,New Jersey,40.2170575,-74.7429463,536.6846133
Frankfort,Kentucky,38.2009055,-84.8732836,Tallahassee,Florida,30.4380832,-84.2809332,537.5879143
Jefferson City,Missouri,38.577359,-92.1724265,Montgomery,Alabama,32.3669656,-86.3006485,541.4526295
Raleigh,North Carolina,35.7803977,-78.6390989,Albany,New York,42.6511674,-73.754968,541.8887955
Helena,Montana,46.592712,-112.036109,Salem,Oregon,44.9391565,-123.033121,541.9032156
Jackson,Mississippi,32.2990384,-90.1847691,Columbia,South Carolina,34.0007493,-81.0343313,542.1967172
Montgomery,Alabama,32.3669656,-86.3006485,Springfield,Illinios,39.799749,-89.647463,546.5535116
Jefferson City,Missouri,38.577359,-92.1724265,Atlanta,Georgia,33.7490987,-84.3901849,547.2975851
Albany,New York,42.6511674,-73.754968,Lansing,Michigan,42.7337712,-84.5553805,548.3139798
Columbia,South Carolina,34.0007493,-81.0343313,Trenton,New Jersey,40.2170575,-74.7429463,551.7939793
Columbus,Ohio,39.9622601,-83.0007065,Hartford,Connecticut,41.764582,-72.6908547,552.7285236
Tallahassee,Florida,30.4380832,-84.2809332,Little Rock,Arkansas,34.7464809,-92.2895948,553.0136259
Madison,Wisconsin,43.074761,-89.3837613,Pierre,South Dakoda,44.368431,-100.354013,554.7711384
Columbus,Ohio,39.9622601,-83.0007065,Montgomery,Alabama,32.3669656,-86.3006485,556.185907
Oklahoma City,Oklahoma,35.4729886,-97.5170536,Cheyenne,Wyoming,41.14,-104.82,556.6289955
Indianapolis,Indiana,39.7683331,-86.1583502,Lincoln,Nebraska,40.8,-96.667821,558.3259456
Topeka,Kansas,39.049011,-95.677556,Jackson,Mississippi,32.2990384,-90.1847691,558.9697833
Trenton,New Jersey,40.2170575,-74.7429463,Frankfort,Kentucky,38.2009055,-84.8732836,559.7690161
Indianapolis,Indiana,39.7683331,-86.1583502,Jackson,Mississippi,32.2990384,-90.1847691,562.9874145
Jefferson City,Missouri,38.577359,-92.1724265,Baton Rouge,Louisiana,30.4459596,-91.18738,564.7833153
Carson City,Neveda,39.169461,-119.766035,Olympia,Washington,47.0451022,-122.8950075,566.6320456
Des Monies,Iowa,41.587186,-93.621949,Columbus,Ohio,39.9622601,-83.0007065,566.7502477
Tallahassee,Florida,30.4380832,-84.2809332,Charleston,West Virginia,38.3505995,-81.6332812,567.2591852
Dover,Delaware,39.158168,-75.5243682,Indianapolis,Indiana,39.7683331,-86.1583502,568.6469492
Annapolis,Maryland,38.9786401,-76.492786,Atlanta,Georgia,33.7490987,-84.3901849,568.6584688
Jefferson City,Missouri,38.577359,-92.1724265,Charleston,West Virginia,38.3505995,-81.6332812,570.2495092
Providence,Rhoda Island,41.824877,-71.413618,Raleigh,North Carolina,35.7803977,-78.6390989,570.521351
Raleigh,North Carolina,35.7803977,-78.6390989,Lansing,Michigan,42.7337712,-84.5553805,575.1539595
Des Monies,Iowa,41.587186,-93.621949,Cheyenne,Wyoming,41.14,-104.82,581.2888057
Pierre,South Dakoda,44.368431,-100.354013,Jefferson City,Missouri,38.577359,-92.1724265,582.2950178
Carson City,Neveda,39.169461,-119.766035,Phoenix,Arizona,33.4485866,-112.0773456,582.42535
Topeka,Kansas,39.049011,-95.677556,Frankfort,Kentucky,38.2009055,-84.8732836,585.9736002
Helena,Montana,46.592712,-112.036109,Pierre,South Dakoda,44.368431,-100.354013,585.994174
Denver,Colorado,39.7392364,-104.9848623,Phoenix,Arizona,33.4485866,-112.0773456,586.0423039
Olympia,Washington,47.0451022,-122.8950075,Sacramento,California,38.5815719,-121.4943996,589.2234323
Providence,Rhoda Island,41.824877,-71.413618,Charleston,West Virginia,38.3505995,-81.6332812,590.8260341
Helena,Montana,46.592712,-112.036109,Denver,Colorado,39.7392364,-104.9848623,591.6909686
Topeka,Kansas,39.049011,-95.677556,Bismarck,North Dakota,46.808327,-100.783739,594.9676894
Nashville,Tennessee,36.1622296,-86.7743531,Annapolis,Maryland,38.9786401,-76.492786,595.5065392
Madison,Wisconsin,43.074761,-89.3837613,Little Rock,Arkansas,34.7464809,-92.2895948,596.3377924
Nashville,Tennessee,36.1622296,-86.7743531,Oklahoma City,Oklahoma,35.4729886,-97.5170536,603.6371246
Santa Fe,New Mexico,35.6869996,-105.9377997,Austin,Texas,30.2711286,-97.7436995,604.4182296
Indianapolis,Indiana,39.7683331,-86.1583502,Trenton,New Jersey,40.2170575,-74.7429463,604.8320137
Boise,Idaho,43.61656,-116.200835,Cheyenne,Wyoming,41.14,-104.82,605.1775965
Nashville,Tennessee,36.1622296,-86.7743531,Harrisburg,Pennsylvania,40.2663107,-76.8861122,606.7689974
Des Monies,Iowa,41.587186,-93.621949,Denver,Colorado,39.7392364,-104.9848623,608.7779502
Topeka,Kansas,39.049011,-95.677556,Santa Fe,New Mexico,35.6869996,-105.9377997,609.1488461
Montpelier,Vermont,44.260445,-72.575684,Lansing,Michigan,42.7337712,-84.5553805,609.2434208
Raleigh,North Carolina,35.7803977,-78.6390989,Boston,Massachusetts,42.3602534,-71.0582912,609.6259072
Hartford,Connecticut,41.764582,-72.6908547,Lansing,Michigan,42.7337712,-84.5553805,610.1706526
Columbus,Ohio,39.9622601,-83.0007065,Montpelier,Vermont,44.260445,-72.575684,610.852368
Atlanta,Georgia,33.7490987,-84.3901849,Harrisburg,Pennsylvania,40.2663107,-76.8861122,611.4221544
Bismarck,North Dakota,46.808327,-100.783739,Madison,Wisconsin,43.074761,-89.3837613,613.7343322
Lincoln,Nebraska,40.8,-96.667821,Santa Fe,New Mexico,35.6869996,-105.9377997,614.32159
Augusta,Maine,44.310583,-69.779663,Richmond,Virginia,37.5385087,-77.43428,614.9410437
Richmond,Virginia,37.5385087,-77.43428,Montgomery,Alabama,32.3669656,-86.3006485,615.9865513
Topeka,Kansas,39.049011,-95.677556,Austin,Texas,30.2711286,-97.7436995,617.8957839
Dover,Delaware,39.158168,-75.5243682,Atlanta,Georgia,33.7490987,-84.3901849,618.0877112
Providence,Rhoda Island,41.824877,-71.413618,Columbus,Ohio,39.9622601,-83.0007065,618.3960368
St. Paul,Minnesota,44.9504037,-93.1015026,Columbus,Ohio,39.9622601,-83.0007065,619.068661
Atlanta,Georgia,33.7490987,-84.3901849,Lansing,Michigan,42.7337712,-84.5553805,621.0399389
Charleston,West Virginia,38.3505995,-81.6332812,Boston,Massachusetts,42.3602534,-71.0582912,621.4849727
Springfield,Illinios,39.799749,-89.647463,Columbia,South Carolina,34.0007493,-81.0343313,621.7599848
Charleston,West Virginia,38.3505995,-81.6332812,Montpelier,Vermont,44.260445,-72.575684,622.2015825
Nashville,Tennessee,36.1622296,-86.7743531,Lincoln,Nebraska,40.8,-96.667821,623.328404
Little Rock,Arkansas,34.7464809,-92.2895948,Columbus,Ohio,39.9622601,-83.0007065,624.2431586
Charleston,West Virginia,38.3505995,-81.6332812,Concord,New Hampshire,43.207178,-71.537476,625.3023424
Tallahassee,Florida,30.4380832,-84.2809332,Richmond,Virginia,37.5385087,-77.43428,627.8967583
St. Paul,Minnesota,44.9504037,-93.1015026,Frankfort,Kentucky,38.2009055,-84.8732836,630.6840331
Pierre,South Dakoda,44.368431,-100.354013,Springfield,Illinios,39.799749,-89.647463,632.7465172
Oklahoma City,Oklahoma,35.4729886,-97.5170536,Pierre,South Dakoda,44.368431,-100.354013,632.8189882
Lansing,Michigan,42.7337712,-84.5553805,Columbia,South Carolina,34.0007493,-81.0343313,632.8590205
Concord,New Hampshire,43.207178,-71.537476,Columbus,Ohio,39.9622601,-83.0007065,632.9677014
Salt Lake City,Utah,40.7670126,-111.8904308,Salem,Oregon,44.9391565,-123.033121,633.1910139
Lansing,Michigan,42.7337712,-84.5553805,Topeka,Kansas,39.049011,-95.677556,633.805837
Sacramento,California,38.5815719,-121.4943996,Phoenix,Arizona,33.4485866,-112.0773456,634.2863528
Pierre,South Dakoda,44.368431,-100.354013,Salt Lake City,Utah,40.7670126,-111.8904308,637.0662296
Denver,Colorado,39.7392364,-104.9848623,Boise,Idaho,43.61656,-116.200835,637.2858611
Concord,New Hampshire,43.207178,-71.537476,Raleigh,North Carolina,35.7803977,-78.6390989,637.3851063
Charleston,West Virginia,38.3505995,-81.6332812,Jackson,Mississippi,32.2990384,-90.1847691,637.7963144
Lansing,Michigan,42.7337712,-84.5553805,Lincoln,Nebraska,40.8,-96.667821,637.9385444
Charleston,West Virginia,38.3505995,-81.6332812,Little Rock,Arkansas,34.7464809,-92.2895948,641.4582476
Columbia,South Carolina,34.0007493,-81.0343313,Baton Rouge,Louisiana,30.4459596,-91.18738,642.0800549
Boston,Massachusetts,42.3602534,-71.0582912,Columbus,Ohio,39.9622601,-83.0007065,642.5167426
Columbia,South Carolina,34.0007493,-81.0343313,Little Rock,Arkansas,34.7464809,-92.2895948,643.789954
Carson City,Neveda,39.169461,-119.766035,Helena,Montana,46.592712,-112.036109,644.6786259
Frankfort,Kentucky,38.2009055,-84.8732836,Baton Rouge,Louisiana,30.4459596,-91.18738,645.4870163
Baton Rouge,Louisiana,30.4459596,-91.18738,Topeka,Kansas,39.049011,-95.677556,646.7321083
St. Paul,Minnesota,44.9504037,-93.1015026,Cheyenne,Wyoming,41.14,-104.82,647.0477051
Nashville,Tennessee,36.1622296,-86.7743531,Dover,Delaware,39.158168,-75.5243682,648.8985667
Baton Rouge,Louisiana,30.4459596,-91.18738,Springfield,Illinios,39.799749,-89.647463,652.2895354
Indianapolis,Indiana,39.7683331,-86.1583502,Tallahassee,Florida,30.4380832,-84.2809332,653.4919192
Lincoln,Nebraska,40.8,-96.667821,Frankfort,Kentucky,38.2009055,-84.8732836,653.5656915
Austin,Texas,30.2711286,-97.7436995,Jefferson City,Missouri,38.577359,-92.1724265,655.7496456
Concord,New Hampshire,43.207178,-71.537476,Lansing,Michigan,42.7337712,-84.5553805,658.4858442
Frankfort,Kentucky,38.2009055,-84.8732836,Albany,New York,42.6511674,-73.754968,660.150267
Springfield,Illinios,39.799749,-89.647463,Raleigh,North Carolina,35.7803977,-78.6390989,661.7071914
Tallahassee,Florida,30.4380832,-84.2809332,Columbus,Ohio,39.9622601,-83.0007065,662.1996267
Columbus,Ohio,39.9622601,-83.0007065,Jackson,Mississippi,32.2990384,-90.1847691,663.8159632
Cheyenne,Wyoming,41.14,-104.82,Phoenix,Arizona,33.4485866,-112.0773456,664.1408597
Raleigh,North Carolina,35.7803977,-78.6390989,Montpelier,Vermont,44.260445,-72.575684,667.7444481
Pierre,South Dakoda,44.368431,-100.354013,Santa Fe,New Mexico,35.6869996,-105.9377997,668.430421
Jackson,Mississippi,32.2990384,-90.1847691,Des Monies,Iowa,41.587186,-93.621949,669.277371
Des Monies,Iowa,41.587186,-93.621949,Charleston,West Virginia,38.3505995,-81.6332812,672.5792558
Madison,Wisconsin,43.074761,-89.3837613,Harrisburg,Pennsylvania,40.2663107,-76.8861122,673.0356827
Albany,New York,42.6511674,-73.754968,Indianapolis,Indiana,39.7683331,-86.1583502,674.2578608
Providence,Rhoda Island,41.824877,-71.413618,Lansing,Michigan,42.7337712,-84.5553805,674.2618195
Springfield,Illinios,39.799749,-89.647463,Harrisburg,Pennsylvania,40.2663107,-76.8861122,675.5099773
Springfield,Illinios,39.799749,-89.647463,Richmond,Virginia,37.5385087,-77.43428,676.7366531
Oklahoma City,Oklahoma,35.4729886,-97.5170536,Montgomery,Alabama,32.3669656,-86.3006485,677.6861717
Topeka,Kansas,39.049011,-95.677556,Columbus,Ohio,39.9622601,-83.0007065,678.3736203
Oklahoma City,Oklahoma,35.4729886,-97.5170536,Madison,Wisconsin,43.074761,-89.3837613,681.5018105
Boston,Massachusetts,42.3602534,-71.0582912,Lansing,Michigan,42.7337712,-84.5553805,687.0050984
Oklahoma City,Oklahoma,35.4729886,-97.5170536,Indianapolis,Indiana,39.7683331,-86.1583502,688.3429785
Lincoln,Nebraska,40.8,-96.667821,Jackson,Mississippi,32.2990384,-90.1847691,688.5481212
Hartford,Connecticut,41.764582,-72.6908547,Frankfort,Kentucky,38.2009055,-84.8732836,689.8081351
Montgomery,Alabama,32.3669656,-86.3006485,Austin,Texas,30.2711286,-97.7436995,690.6213435
Denver,Colorado,39.7392364,-104.9848623,Jefferson City,Missouri,38.577359,-92.1724265,690.7214946
Little Rock,Arkansas,34.7464809,-92.2895948,Lansing,Michigan,42.7337712,-84.5553805,691.1318957
Nashville,Tennessee,36.1622296,-86.7743531,St. Paul,Minnesota,44.9504037,-93.1015026,691.7917356
Salt Lake City,Utah,40.7670126,-111.8904308,Bismarck,North Dakota,46.808327,-100.783739,692.7576693
Cheyenne,Wyoming,41.14,-104.82,Jefferson City,Missouri,38.577359,-92.1724265,693.2836882
Atlanta,Georgia,33.7490987,-84.3901849,Trenton,New Jersey,40.2170575,-74.7429463,694.5998583
St. Paul,Minnesota,44.9504037,-93.1015026,Oklahoma City,Oklahoma,35.4729886,-97.5170536,694.9675594
Columbia,South Carolina,34.0007493,-81.0343313,Jefferson City,Missouri,38.577359,-92.1724265,695.7799406
Olympia,Washington,47.0451022,-122.8950075,Salt Lake City,Utah,40.7670126,-111.8904308,697.8406047
Madison,Wisconsin,43.074761,-89.3837613,Atlanta,Georgia,33.7490987,-84.3901849,698.6306336
Montgomery,Alabama,32.3669656,-86.3006485,Topeka,Kansas,39.049011,-95.677556,699.435218
Hartford,Connecticut,41.764582,-72.6908547,Columbia,South Carolina,34.0007493,-81.0343313,702.8919512
Raleigh,North Carolina,35.7803977,-78.6390989,Jackson,Mississippi,32.2990384,-90.1847691,703.1049135
Indianapolis,Indiana,39.7683331,-86.1583502,Baton Rouge,Louisiana,30.4459596,-91.18738,703.9433737
Annapolis,Maryland,38.9786401,-76.492786,Springfield,Illinios,39.799749,-89.647463,704.3155353
Denver,Colorado,39.7392364,-104.9848623,St. Paul,Minnesota,44.9504037,-93.1015026,704.7922377
Little Rock,Arkansas,34.7464809,-92.2895948,St. Paul,Minnesota,44.9504037,-93.1015026,706.5479573
Nashville,Tennessee,36.1622296,-86.7743531,Trenton,New Jersey,40.2170575,-74.7429463,710.3423217
Springfield,Illinios,39.799749,-89.647463,Tallahassee,Florida,30.4380832,-84.2809332,714.2562562
Montgomery,Alabama,32.3669656,-86.3006485,Annapolis,Maryland,38.9786401,-76.492786,714.8083395
Columbia,South Carolina,34.0007493,-81.0343313,Albany,New York,42.6511674,-73.754968,715.751705
Bismarck,North Dakota,46.808327,-100.783739,Jefferson City,Missouri,38.577359,-92.1724265,716.6967227
Indianapolis,Indiana,39.7683331,-86.1583502,Hartford,Connecticut,41.764582,-72.6908547,717.5515268
Tallahassee,Florida,30.4380832,-84.2809332,Jefferson City,Missouri,38.577359,-92.1724265,719.4035795
Lincoln,Nebraska,40.8,-96.667821,Columbus,Ohio,39.9622601,-83.0007065,721.1422277
Lansing,Michigan,42.7337712,-84.5553805,Montgomery,Alabama,32.3669656,-86.3006485,722.8075598
Oklahoma City,Oklahoma,35.4729886,-97.5170536,Frankfort,Kentucky,38.2009055,-84.8732836,723.7024211
Atlanta,Georgia,33.7490987,-84.3901849,Topeka,Kansas,39.049011,-95.677556,726.1404565
Madison,Wisconsin,43.074761,-89.3837613,Annapolis,Maryland,38.9786401,-76.492786,728.3348218
Austin,Texas,30.2711286,-97.7436995,Lincoln,Nebraska,40.8,-96.667821,730.1964127
Sacramento,California,38.5815719,-121.4943996,Helena,Montana,46.592712,-112.036109,732.5564765
Madison,Wisconsin,43.074761,-89.3837613,Richmond,Virginia,37.5385087,-77.43428,735.8689092
Boise,Idaho,43.61656,-116.200835,Phoenix,Arizona,33.4485866,-112.0773456,737.010632
Annapolis,Maryland,38.9786401,-76.492786,Tallahassee,Florida,30.4380832,-84.2809332,737.0558365
Augusta,Maine,44.310583,-69.779663,Charleston,West Virginia,38.3505995,-81.6332812,739.2032734
Springfield,Illinios,39.799749,-89.647463,Bismarck,North Dakota,46.808327,-100.783739,739.2380413
Atlanta,Georgia,33.7490987,-84.3901849,Des Monies,Iowa,41.587186,-93.621949,739.7561171
Augusta,Maine,44.310583,-69.779663,Columbus,Ohio,39.9622601,-83.0007065,740.1297212
Jackson,Mississippi,32.2990384,-90.1847691,Madison,Wisconsin,43.074761,-89.3837613,746.0408746
St. Paul,Minnesota,44.9504037,-93.1015026,Charleston,West Virginia,38.3505995,-81.6332812,746.3332653
Lansing,Michigan,42.7337712,-84.5553805,Augusta,Maine,44.310583,-69.779663,747.4224479
Raleigh,North Carolina,35.7803977,-78.6390989,Augusta,Maine,44.310583,-69.779663,752.2394984
Providence,Rhoda Island,41.824877,-71.413618,Columbia,South Carolina,34.0007493,-81.0343313,752.4480992
Austin,Texas,30.2711286,-97.7436995,Nashville,Tennessee,36.1622296,-86.7743531,752.9265282
Dover,Delaware,39.158168,-75.5243682,Springfield,Illinios,39.799749,-89.647463,753.9438671
Des Monies,Iowa,41.587186,-93.621949,Montgomery,Alabama,32.3669656,-86.3006485,753.9698853
Providence,Rhoda Island,41.824877,-71.413618,Frankfort,Kentucky,38.2009055,-84.8732836,754.2428274
Oklahoma City,Oklahoma,35.4729886,-97.5170536,Atlanta,Georgia,33.7490987,-84.3901849,755.5585251
Montgomery,Alabama,32.3669656,-86.3006485,Harrisburg,Pennsylvania,40.2663107,-76.8861122,756.0424327
Topeka,Kansas,39.049011,-95.677556,Charleston,West Virginia,38.3505995,-81.6332812,758.3226705
Madison,Wisconsin,43.074761,-89.3837613,Montgomery,Alabama,32.3669656,-86.3006485,758.8666966
Montpelier,Vermont,44.260445,-72.575684,Indianapolis,Indiana,39.7683331,-86.1583502,762.2296394
Raleigh,North Carolina,35.7803977,-78.6390989,Madison,Wisconsin,43.074761,-89.3837613,762.5406681
Montpelier,Vermont,44.260445,-72.575684,Frankfort,Kentucky,38.2009055,-84.8732836,762.9222751
Dover,Delaware,39.158168,-75.5243682,Montgomery,Alabama,32.3669656,-86.3006485,764.2698462
Raleigh,North Carolina,35.7803977,-78.6390989,Jefferson City,Missouri,38.577359,-92.1724265,769.1011871
Dover,Delaware,39.158168,-75.5243682,Madison,Wisconsin,43.074761,-89.3837613,769.6032803
Charleston,West Virginia,38.3505995,-81.6332812,Baton Rouge,Louisiana,30.4459596,-91.18738,770.7094004
Austin,Texas,30.2711286,-97.7436995,Denver,Colorado,39.7392364,-104.9848623,771.5259068
Columbia,South Carolina,34.0007493,-81.0343313,Madison,Wisconsin,43.074761,-89.3837613,771.8069811
Santa Fe,New Mexico,35.6869996,-105.9377997,Boise,Idaho,43.61656,-116.200835,772.5568605
Little Rock,Arkansas,34.7464809,-92.2895948,Santa Fe,New Mexico,35.6869996,-105.9377997,772.7594839
Little Rock,Arkansas,34.7464809,-92.2895948,Raleigh,North Carolina,35.7803977,-78.6390989,773.0103721
Denver,Colorado,39.7392364,-104.9848623,Little Rock,Arkansas,34.7464809,-92.2895948,778.0794645
Concord,New Hampshire,43.207178,-71.537476,Frankfort,Kentucky,38.2009055,-84.8732836,778.4662248
Lincoln,Nebraska,40.8,-96.667821,Baton Rouge,Louisiana,30.4459596,-91.18738,778.6086184
Santa Fe,New Mexico,35.6869996,-105.9377997,Des Monies,Iowa,41.587186,-93.621949,778.8275139
Dover,Delaware,39.158168,-75.5243682,Tallahassee,Florida,30.4380832,-84.2809332,780.3175633
Madison,Wisconsin,43.074761,-89.3837613,Trenton,New Jersey,40.2170575,-74.7429463,780.3897336
Boise,Idaho,43.61656,-116.200835,Bismarck,North Dakota,46.808327,-100.783739,780.9284917
Des Monies,Iowa,41.587186,-93.621949,Baton Rouge,Louisiana,30.4459596,-91.18738,781.863755
Boston,Massachusetts,42.3602534,-71.0582912,Frankfort,Kentucky,38.2009055,-84.8732836,781.9384398
Providence,Rhoda Island,41.824877,-71.413618,Indianapolis,Indiana,39.7683331,-86.1583502,783.4353372
Jefferson City,Missouri,38.577359,-92.1724265,Santa Fe,New Mexico,35.6869996,-105.9377997,783.5026703
Jackson,Mississippi,32.2990384,-90.1847691,Lansing,Michigan,42.7337712,-84.5553805,783.9665235
Pierre,South Dakoda,44.368431,-100.354013,Boise,Idaho,43.61656,-116.200835,788.435768
Trenton,New Jersey,40.2170575,-74.7429463,Springfield,Illinios,39.799749,-89.647463,788.6241552
Carson City,Neveda,39.169461,-119.766035,Denver,Colorado,39.7392364,-104.9848623,788.8967725
Little Rock,Arkansas,34.7464809,-92.2895948,Pierre,South Dakoda,44.368431,-100.354013,790.8661148
Columbia,South Carolina,34.0007493,-81.0343313,Boston,Massachusetts,42.3602534,-71.0582912,791.070516
Albany,New York,42.6511674,-73.754968,Madison,Wisconsin,43.074761,-89.3837613,791.1517069
Concord,New Hampshire,43.207178,-71.537476,Indianapolis,Indiana,39.7683331,-86.1583502,792.1887513
Pierre,South Dakoda,44.368431,-100.354013,Indianapolis,Indiana,39.7683331,-86.1583502,793.3217405
Santa Fe,New Mexico,35.6869996,-105.9377997,Carson City,Neveda,39.169461,-119.766035,795.2589181
Lincoln,Nebraska,40.8,-96.667821,Salt Lake City,Utah,40.7670126,-111.8904308,795.6401939
Tallahassee,Florida,30.4380832,-84.2809332,Harrisburg,Pennsylvania,40.2663107,-76.8861122,796.2616906
Lansing,Michigan,42.7337712,-84.5553805,Pierre,South Dakoda,44.368431,-100.354013,798.124637
Cheyenne,Wyoming,41.14,-104.82,Carson City,Neveda,39.169461,-119.766035,800.1437667
Springfield,Illinios,39.799749,-89.647463,Austin,Texas,30.2711286,-97.7436995,801.4518665
Bismarck,North Dakota,46.808327,-100.783739,Oklahoma City,Oklahoma,35.4729886,-97.5170536,801.484611
Cheyenne,Wyoming,41.14,-104.82,Madison,Wisconsin,43.074761,-89.3837613,801.5269273
Springfield,Illinios,39.799749,-89.647463,Cheyenne,Wyoming,41.14,-104.82,802.0808786
Tallahassee,Florida,30.4380832,-84.2809332,Austin,Texas,30.2711286,-97.7436995,802.5324612
Columbus,Ohio,39.9622601,-83.0007065,Baton Rouge,Louisiana,30.4459596,-91.18738,803.1187332
Jefferson City,Missouri,38.577359,-92.1724265,Richmond,Virginia,37.5385087,-77.43428,804.3905401
Boston,Massachusetts,42.3602534,-71.0582912,Indianapolis,Indiana,39.7683331,-86.1583502,805.8343802
Jackson,Mississippi,32.2990384,-90.1847691,Richmond,Virginia,37.5385087,-77.43428,807.2619886
Cheyenne,Wyoming,41.14,-104.82,Little Rock,Arkansas,34.7464809,-92.2895948,812.187333
Santa Fe,New Mexico,35.6869996,-105.9377997,Bismarck,North Dakota,46.808327,-100.783739,813.5047504
Raleigh,North Carolina,35.7803977,-78.6390989,Baton Rouge,Louisiana,30.4459596,-91.18738,813.7091434
Denver,Colorado,39.7392364,-104.9848623,Springfield,Illinios,39.799749,-89.647463,813.7869796
Austin,Texas,30.2711286,-97.7436995,Des Monies,Iowa,41.587186,-93.621949,815.1389979
Columbia,South Carolina,34.0007493,-81.0343313,Concord,New Hampshire,43.207178,-71.537476,816.151968
Helena,Montana,46.592712,-112.036109,Santa Fe,New Mexico,35.6869996,-105.9377997,817.2205074
Charleston,West Virginia,38.3505995,-81.6332812,Lincoln,Nebraska,40.8,-96.667821,817.5325664
Lincoln,Nebraska,40.8,-96.667821,Montgomery,Alabama,32.3669656,-86.3006485,817.8308241
Austin,Texas,30.2711286,-97.7436995,Atlanta,Georgia,33.7490987,-84.3901849,817.9586458
Harrisburg,Pennsylvania,40.2663107,-76.8861122,Jefferson City,Missouri,38.577359,-92.1724265,823.3948098
Albany,New York,42.6511674,-73.754968,Nashville,Tennessee,36.1622296,-86.7743531,825.9095654
Atlanta,Georgia,33.7490987,-84.3901849,Lincoln,Nebraska,40.8,-96.667821,831.3946798
Madison,Wisconsin,43.074761,-89.3837613,Denver,Colorado,39.7392364,-104.9848623,839.5295167
Oklahoma City,Oklahoma,35.4729886,-97.5170536,Phoenix,Arizona,33.4485866,-112.0773456,840.6400304
Montpelier,Vermont,44.260445,-72.575684,Columbia,South Carolina,34.0007493,-81.0343313,840.6459818
Montgomery,Alabama,32.3669656,-86.3006485,Trenton,New Jersey,40.2170575,-74.7429463,840.6660766
Oklahoma City,Oklahoma,35.4729886,-97.5170536,Tallahassee,Florida,30.4380832,-84.2809332,841.8377419
Albany,New York,42.6511674,-73.754968,Atlanta,Georgia,33.7490987,-84.3901849,842.5785184
Bismarck,North Dakota,46.808327,-100.783739,Lansing,Michigan,42.7337712,-84.5553805,842.7263984
Madison,Wisconsin,43.074761,-89.3837613,Montpelier,Vermont,44.260445,-72.575684,842.8126294
Annapolis,Maryland,38.9786401,-76.492786,Jefferson City,Missouri,38.577359,-92.1724265,844.2400433
Hartford,Connecticut,41.764582,-72.6908547,Atlanta,Georgia,33.7490987,-84.3901849,844.509856
Springfield,Illinios,39.799749,-89.647463,Albany,New York,42.6511674,-73.754968,847.9217312
Hartford,Connecticut,41.764582,-72.6908547,Nashville,Tennessee,36.1622296,-86.7743531,848.6779957
Cheyenne,Wyoming,41.14,-104.82,Austin,Texas,30.2711286,-97.7436995,848.970835
Tallahassee,Florida,30.4380832,-84.2809332,Lansing,Michigan,42.7337712,-84.5553805,849.9514717
Little Rock,Arkansas,34.7464809,-92.2895948,Richmond,Virginia,37.5385087,-77.43428,850.2960302
Oklahoma City,Oklahoma,35.4729886,-97.5170536,Columbus,Ohio,39.9622601,-83.0007065,850.8673073
Hartford,Connecticut,41.764582,-72.6908547,Madison,Wisconsin,43.074761,-89.3837613,855.0778307
Oklahoma City,Oklahoma,35.4729886,-97.5170536,Lansing,Michigan,42.7337712,-84.5553805,855.7811732
Oklahoma City,Oklahoma,35.4729886,-97.5170536,Salt Lake City,Utah,40.7670126,-111.8904308,861.5229489
Trenton,New Jersey,40.2170575,-74.7429463,Tallahassee,Florida,30.4380832,-84.2809332,862.599563
Columbia,South Carolina,34.0007493,-81.0343313,Des Monies,Iowa,41.587186,-93.621949,863.0820089
Lincoln,Nebraska,40.8,-96.667821,Helena,Montana,46.592712,-112.036109,863.9986568
Topeka,Kansas,39.049011,-95.677556,Salt Lake City,Utah,40.7670126,-111.8904308,866.4379366
Austin,Texas,30.2711286,-97.7436995,Phoenix,Arizona,33.4485866,-112.0773456,868.7845204
Harrisburg,Pennsylvania,40.2663107,-76.8861122,Des Monies,Iowa,41.587186,-93.621949,877.3005547
Tallahassee,Florida,30.4380832,-84.2809332,Topeka,Kansas,39.049011,-95.677556,877.9187629
Baton Rouge,Louisiana,30.4459596,-91.18738,Madison,Wisconsin,43.074761,-89.3837613,878.4725122
Sacramento,California,38.5815719,-121.4943996,Santa Fe,New Mexico,35.6869996,-105.9377997,879.0257044
